Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat,freeText
"San Francisco, CA","Houston, TX",Silver,38,Female,1,2012,13,0.07142857142857142,Business travel,3,20,25,Eco,27,1/27/14,OU,Oursin Airlines Inc.,Texas,California,19,12,7,No,226,1635,9,-95.393531,29.784308,-122.158498,37.671179,"Even in the back of the plane I was well taken care of: I had pre-ordered a meal, and when we once we were flying I was the first to be asked what I wanted. I asked for a pizza and a wine, and the pizza was pretty good. The attendants had the rest of the plane to take care of too, but I always felt that they got me everything I asked..."
"San Francisco, CA","Philadelphia, PA",Gold,58,Male,1,2007,18,-0.38461538461538464,Business travel,0,35,60,Business,5,1/5/14,US,Southeast Airlines Co.,Pennsylvania,California,10,68,58,No,334,2521,10,-75.298356,39.973277,-122.158498,37.671179,Great experience: The Ground staff were very helpful in changing our seats to allow me to sit with my children as our initial boarding passes were issued with me sitting 20 rows apart from them. The seats are very comfortable and the touch screens worked pretty well. The selection of movies were okay although my son dis have a problem with his...
"San Francisco, CA","Washington, DC",Blue,23,Male,1,2012,12,-0.14285714285714285,Business travel,0,0,65,Eco,6,3/6/14,VX,Cool&Young Airlines Inc.,Virginia,California,10,2,0,No,336,2419,9,-77.18974,38.897394,-122.158498,37.671179,"Excellent service: This was our first time with Southeast and we were very impressed. Seats and cabin were very comfortable, cabin staff very friendly, attentive and professional and timing of snacks, meals etc was perfect. The long flight passed quickly and was the best (and longest) we have experienced. On the ground, check in and boarding was smooth and fuss free...."
"San Francisco, CA","Los Angeles, CA",Blue,46,Female,1,2011,0,1,Business travel,2,0,65,Eco,31,1/31/14,VX,Cool&Young Airlines Inc.,California,California,11,11,5,No,60,337,9,-118.104332,33.982668,-122.158498,37.671179,"A tight experience but do able: We boarded the plane, walked through business class and into the economy section. The aisle was very narrow as was the seat space and leg room. After departure, the person in front of me immediately put her seat in a reclining position and I felt like I had little room left to move around.The cabin staff were polite and..."
"San Francisco, CA","New York, NY",Blue,43,Male,3,2012,33,-0.5348837209302325,Business travel,0,0,35,Business,3,1/3/14,VX,Cool&Young Airlines Inc.,New York,California,16,79,54,No,348,2586,9,-73.970221,40.718357,-122.158498,37.671179,"Tight connection: The flight left late which made for a very tight connection, but we made it.Unfortunately our luggage is still in transit. Despite people saying Southeast is not friendly, we found all of the employees both on the ground and in the air on our three fights to nice and efficient"
"San Francisco, CA","New York, NY",Silver,43,Male,2,2011,21,-0.8260869565217391,Business travel,0,0,150,Eco,4,3/4/14,DL,Sigma Airlines Inc.,New York,California,10,33,22,No,359,2586,10,-73.970221,40.718357,-122.158498,37.671179,"Bad organization and claim assistance: we arrived at 15 30when the flight was at 17 50.we tried to make the fast check inbut we were blocked since eTa was missing.the girl thrre didn't tell us to make it while attending,but she just told us to stay in the problem queue. There it�"
"San Jose, CA","Atlanta, GA",Silver,72,Female,2,2006,44,-0.8723404255319149,Personal Travel,2,0,0,Eco,23,3/23/14,DL,Sigma Airlines Inc.,Georgia,California,19,0,0,No,296,2116,6,-84.331858,33.824102,-121.945145,37.329845,Compared with other airlines this did not measure up: We chose this airline because it had direct flights. We also used the same airline to return  a month later. We travel regularly via Qantas or other major airlines and for the following reasons we will not use this airline again.Seating was as usual in economy class but movie selection was very...
"San Juan, PR","Tampa, FL",Silver,41,Female,0,2011,4,0.38461538461538464,Business travel,1,0,105,Eco Plus,25,1/25/14,B6,OnlyJets Airlines Inc.,Florida,Puerto Rico,8,0,0,No,144,1237,10,-82.513188,28.006247,-66.116246,18.288174,"Ok Flight and service, seat a little tight.: The total experience was adequate without really hitting the spot. Timeliness and efficiency were good but offset by the ground staff and aircrew being a little bland and functional rather than friendly and welcoming. The seat space was smaller than we have experienced in comparable.airlines. Generally ok but not great - would use again..."
"Seattle, WA","New York, NY",Silver,27,Male,1,2004,13,-0.23809523809523808,Business travel,0,0,30,Business,18,2/18/14,B6,OnlyJets Airlines Inc.,New York,Washington,17,25,29,No,353,2422,9,-73.970221,40.718357,-122.274661,47.468409,"high school class reunion: I flew with Southeast to attend a high-school class reunion.My Southeast flight left on time and landed on time. The flight was uneventful in the sense that turbulence was minimal. As expected, service was very good, the fight attendants were helpful. My meal (chicken) was good,..."
"Seattle, WA","Denver, CO",Platinum,45,Male,1,2007,6,0.3333333333333333,Business travel,2,180,90,Eco,2,3/2/14,AS,FlyToSun Airlines Inc.,Colorado,Washington,8,0,14,No,155,1024,10,-104.955096,39.710774,-122.274661,47.468409,"surprisingly punctual and friendly: plane was big enough to be comfy but not so big that it took forever to load. Staff were great, meals were hot and service was fabulous. Pleasantly surprised."
"Seattle, WA","New York, NY",Silver,32,Female,1,2008,7,0.36363636363636365,Business travel,2,30,100,Eco,23,2/23/14,DL,Sigma Airlines Inc.,New York,Washington,18,0,0,No,344,2422,10,-73.970221,40.718357,-122.274661,47.468409,"took non-top flight: Traveled for vacation with family. There were no delays, and in-flight since we were flying at night , crew kept announcements to a minimum. On the return we had a medical emergency 3 hours from landing. Crew handled it professionally, and quickly"
"Seattle, WA","Washington, DC",Blue,52,Female,2,2011,0,1,Business travel,0,0,15,Eco,31,1/31/14,OU,Oursin Airlines Inc.,Virginia,Washington,8,0,0,No,329,2306,8,-77.18974,38.897394,-122.274661,47.468409,"Flight: Having flown Southeast on the way out, I was not looking forward to this flight. However, I re checked in at the gate to see if we could get more room and was obliged with a three seat for the two of us. On boarding however we found that yet again, single travellers were given the seats with the most..."
"Seattle, WA","Atlanta, GA",Blue,31,Male,1,2006,4,-0.3333333333333333,Business travel,3,0,0,Eco,25,2/25/14,AS,FlyToSun Airlines Inc.,Georgia,Washington,18,0,2,No,317,2182,8,-84.331858,33.824102,-122.274661,47.468409,"Disappointing return flight.: Very poor snacking options in the  Lounge, and the flight home had a very poor food for Business Class."
"Seattle, WA","New York, NY",Blue,67,Female,1,2004,60,-0.7647058823529411,Personal Travel,0,0,25,Eco,4,1/4/14,AA,Paul Smith Airlines Inc.,New York,Washington,18,193,189,No,341,2422,4,-73.970221,40.718357,-122.274661,47.468409,"delayed flights, lost baggage, baggage complaint delay wait on hold hours: first flight  delayed, luckily we didn't miss connecting flight because it too was delayed...... flight  was basic-provided only a free drink we had to pay for any ""snacks"" and food was terrible. Upon arrival after..."
"Seattle, WA","Anchorage, AK",Silver,40,Male,2,2006,42,-0.9534883720930233,Business travel,1,0,30,Eco,27,2/27/14,AS,FlyToSun Airlines Inc.,Alaska,Washington,1,12,12,No,185,1448,9,-149.847166,61.167916,-122.274661,47.468409,Travels to attend a wedding: We were very pleased with the flights to accommodate our travels to attend our son's wedding. The flights were booked with points which was easy to handle through their website. The flights selected were easy to transfer and provided us with seat selection for the whole journey.The service was adequate.
"Seattle, WA","Atlanta, GA",Blue,23,Male,2,2010,22,-0.4666666666666667,Business travel,0,80,50,Eco,1,2/1/14,DL,Sigma Airlines Inc.,Georgia,Washington,13,15,7,No,299,2182,9,-84.331858,33.824102,-122.274661,47.468409,"Great flight: Had a very comfortable  flight. Excellent seats, good entertainment, service was exceptional. Much better than I expected"
"Seattle, WA","Atlanta, GA",Platinum,50,Male,1,2003,1,0.7777777777777778,Business travel,0,0,25,Eco,18,1/18/14,DL,Sigma Airlines Inc.,Georgia,Washington,16,7,0,No,288,2182,8,-84.331858,33.824102,-122.274661,47.468409,"A few shining stars but too few: Despite being early, the line up was extremely long after receiving boarding pass. My boarding pass very clearly said wheel chair required. By the time I reached the counter, I was in quite a lot of distress but since it obviously was not the fault of the agent, I just asked for the assistance."
"Seattle, WA","Atlanta, GA",Blue,38,Male,2,2008,3,0.45454545454545453,Business travel,2,0,60,Eco,12,3/12/14,AS,FlyToSun Airlines Inc.,Georgia,Washington,18,0,0,No,302,2182,10,-84.331858,33.824102,-122.274661,47.468409,"It's worth it!: The new business class on the new Dreamliner is really something worth paying for, very comfortable, hi-tech and almost anything you wish for it should of been there is there.... lighting is beautiful, food is delicious, would definitely recommend."
"Springfield, MO","Atlanta, GA",Blue,59,Male,1,2004,26,-0.7333333333333333,Business travel,1,5,75,Eco,14,1/14/14,EV,FlyFast Airways Inc.,Georgia,Missouri,13,0,0,No,92,563,10,-84.331858,33.824102,-93.287053,37.148873,"Nice Flight: On our flight, we were much happier flyers. We flew Southeast  on the way out, and while the plane had good food and offered a blanket and pillow for free, it was cramped. Our flight home was much, much better. We had a direct flight, and that was definitely a good..."
"St. Louis, MO","Kansas City, MO",Gold,39,Female,1,2003,12,-0.2,Business travel,1,0,75,Eco,20,2/20/14,WN,Cheapseats Airlines Inc.,Missouri,Missouri,17,30,31,No,39,237,10,-94.594897,39.039792,-90.340926,38.630705,We always fly Southeast when we can: Everything was great except for the  flight snack. We just don't get it..
"St. Louis, MO","Orlando, FL",Blue,45,Female,2,2004,31,-0.55,Business travel,0,185,50,Eco,16,2/16/14,WN,Cheapseats Airlines Inc.,Florida,Missouri,11,0,0,No,136,882,9,-81.411211,28.584428,-90.340926,38.630705,"Overall very good, but customer service could be better: Southeast provides an at par service, nothing more nothing less. Clean interiors, industry standard legroom, not too bad seats, and a kind of standardized setting Southeastross their fleet. They strives to provide a typical non-aggravating customer service also most of the time. However, occasionally you hit one or two of those bad apples who lack enthusiasm and a careless..."
"St. Louis, MO","Atlanta, GA",Blue,18,Male,2,2005,17,-0.4782608695652174,Mileage tickets,3,0,5,Eco,12,2/12/14,FL,FlyHere Airways,Georgia,Missouri,19,NA,NA,Yes,NA,484,8,-84.331858,33.824102,-90.340926,38.630705,"business trip: Flew Southeast last week. Got to say I much prefer West Jet. The flight was crowded and uncomfortable, with the tickets being very expensive. The return flight was the worst with the air crew being less than cordial or friendly. When we landed we had an even further delay as the luggage conveyor..."
"Tampa, FL","New York, NY",Blue,64,Female,1,2004,51,-0.8545454545454545,Personal Travel,0,60,140,Eco,22,2/22/14,B6,OnlyJets Airlines Inc.,New York,Florida,7,0,0,No,156,1010,8,-73.970221,40.718357,-82.513188,28.006247,"a very average flight and service overall: old craft, crapy sound on little screens, not very attentive flight attendance, everything went quite smooth including fast luggage pick up"
"Tampa, FL","Atlanta, GA",Blue,45,Male,1,2011,58,-0.9016393442622951,Personal Travel,0,0,195,Eco,12,2/12/14,DL,Sigma Airlines Inc.,Georgia,Florida,8,NA,NA,Yes,NA,406,3,-84.331858,33.824102,-82.513188,28.006247,"Southeast have blown it with the new Bombardier Q400 and their checked baggage charges.: As if the new Bombardier Q400, introduced to Southeast flts a few years ago, isn't tight enough in the cabin (you're squeezed in there like sardines), the company's changed checked baggage policy, where everyone now has to pay for all checked bags, is causing mayhem. Passengers trying to save a buck (so everybody) are now taking as much carry-on baggage..."
"Tampa, FL","San Juan, PR",Platinum,35,Female,1,2011,5,0.2857142857142857,Business travel,2,0,30,Eco,25,1/25/14,B6,OnlyJets Airlines Inc.,Puerto Rico,Florida,20,27,24,No,177,1237,4,-66.116246,18.288174,-82.513188,28.006247,"nickel and dime you to death: The original cost looked good, after the add ons not so much. almost froze to death. Had to buy a blanket, even after I upgraded. Know your total cost before you book.Web site very hard to navigate."
"Tampa, FL","New York, NY",Blue,47,Male,1,2003,16,-0.23076923076923078,Business travel,1,0,30,Business,13,3/13/14,B6,OnlyJets Airlines Inc.,New York,Florida,10,0,0,No,144,1005,9,-73.970221,40.718357,-82.513188,28.006247,Some of the Nicest flight crew ever: We have just returned from a holiday and flew direct. Although the food on the way over was extremely average (even for airline food) the flight crew were some of the friendliest and most obliging I have encountered on any airline.
"Tampa, FL","Indianapolis, IN",Blue,79,Male,2,2007,32,-0.5238095238095238,Personal Travel,0,75,35,Eco Plus,14,1/14/14,WN,Cheapseats Airlines Inc.,Indiana,Florida,7,0,10,No,125,837,2,-86.145521,39.811262,-82.513188,28.006247,"Do not fly Southeast, worst customer service and things go down hill: Got on the plane and noticed my seat had a bit of ""stuff"" on it. The person sitting beside me came to sat down and immediately left. (We had both paid for bulk head seating).Then a flight attendant showed up with a bag and put out of order on the seat beside me. Turns out that the person flying on..."
"Tampa, FL","Atlanta, GA",Blue,45,Male,1,2011,58,-0.9016393442622951,Personal Travel,0,0,195,Eco,12,2/12/14,DL,Sigma Airlines Inc.,Georgia,Florida,8,NA,NA,Yes,NA,406,3,-84.331858,33.824102,-82.513188,28.006247,"Terrible management and service: The airline does not allow the traveler to select the seats. They are assigned by the airline ""at the gate."" Then ""at the gate"" they have no consideration for which party goes together because they go by family name, which means that if the party has different family names the persons are not going to be sit together."
"Tucson, AZ","Phoenix, AZ",Silver,42,Female,1,2004,28,-0.6,Business travel,3,0,60,Eco,2,1/2/14,OO,Northwest Business Airlines Inc.,Arizona,Arizona,16,0,0,No,23,110,10,-111.970041,33.494067,-110.946141,32.254891,A quick hop: Just a quick hop from one city to the next but the flight was delayed slightly. Also the guy adding the fuel did not put enough in which added to our delay. This flight did not start of all the best but finished ok.
"Tulsa, OK","Washington, DC",Blue,72,Male,1,2012,46,-0.84,Personal Travel,0,35,69,Business,17,2/17/14,EV,FlyFast Airways Inc.,Virginia,Oklahoma,17,0,1,No,182,1027,5,-77.18974,38.897394,-95.901334,36.105449,Demoded from Business to Economy: Not travelled yet and already stressed and disappointed. Booked my aging parents on business & my family of 4 on economy plus 8 months ago to confirm we are seated together / closeby. Not only did Southeast switch our seats around they placed my parents in economy class in middle row seats even they saved and shelled out for business...
"Washington, DC","San Diego, CA",Blue,31,Female,1,2011,11,-0.1,Business travel,1,0,140,Eco,22,3/22/14,US,Southeast Airlines Co.,California,Virginia,12,0,0,No,241,2276,10,-117.128799,32.928728,-77.18974,38.897394,"All round pleasant experience: Through check in and the gate,A lovely way to start a holiday! all staff were cheerful but business-like.The cabin design is excellent ,the sleeper seats extremely comfortable.The Service Director of 854/28May,Monica,was a superb combination of friendliness and professionalism,as was the rest of the cabin crew.flight went by very quickly with a good choice of music and movies.As I..."
"Washington, DC","Houston, TX",Blue,63,Male,1,2011,47,-0.7407407407407407,Business travel,0,10,80,Eco,23,1/23/14,OU,Oursin Airlines Inc.,Texas,Virginia,12,0,0,No,139,1208,9,-95.393531,29.784308,-77.18974,38.897394,"felt like Royalty: The best North American Airline ever, Checking in, Boarding and arrival were all on time as expected"
"Washington, DC","Boston, MA",Blue,23,Male,1,2004,29,-0.5263157894736842,Business travel,0,0,0,Eco,13,2/13/14,US,Southeast Airlines Co.,Massachusetts,Virginia,15,NA,NA,Yes,NA,399,8,-71.140708,42.373132,-77.18974,38.897394,"Not again: Personally, I have always found Southeast staff to have 'attitudes'. Next flight will probably be with someone else. We've flown Southeast too many times and been subject to their 'non customer friendly' service once too often."
"Washington, DC","Atlanta, GA",Blue,31,Male,1,2011,60,-0.9354838709677419,Mileage tickets,0,5,10,Eco,31,1/31/14,FL,FlyHere Airways,Georgia,Virginia,16,0,0,No,73,547,8,-84.331858,33.824102,-77.18974,38.897394,"Southeast definitely only average: Chose Southeast at extra cost, as hoped for better experience. Not achieved! Very difficult online check-in, plus with no seat options unless you pay, pay! Meals appalling....... seriously think their suppliers should be paying them to offer the food ( maybe they are??). Staff (other than occasional) surly and unwelcoming."
"Washington, DC","San Diego, CA",Blue,54,Female,2,2004,49,-0.8846153846153846,Personal Travel,0,0,40,Eco,28,1/28/14,OU,Oursin Airlines Inc.,California,Virginia,22,0,0,No,242,2253,4,-117.128799,32.928728,-77.18974,38.897394,"Thinking of flying with Southeast? How do you feel about anchovies?: The spaciousness of 787 I flew on didn't resemble a tin of sardines, more like a jar of anchovies. Imagine spending the flight sitting upright with your arms pinned to your sides because when you leant on the armrest, you either paged the crewmembers or changed the movie your neighbor was watching. This is definitely the most uncomfortable flight I..."
"Washington, DC","San Francisco, CA",Blue,28,Male,1,2007,0,1,Business travel,0,0,20,Eco,25,2/25/14,OU,Oursin Airlines Inc.,California,Virginia,13,0,0,No,258,2442,9,-122.158498,37.671179,-77.18974,38.897394,Trip to vacation: We flew with a very little layover before heading to our final destination.No compliants what so ever about the flight other than it being long. Good meals and lots of entertainment to keep one amused. Would recommend this flight.
"Washington, DC","San Francisco, CA",Gold,65,Male,1,2008,15,-0.875,Business travel,0,15,30,Eco,9,2/9/14,OU,Oursin Airlines Inc.,California,Virginia,23,112,77,No,252,2419,8,-122.158498,37.671179,-77.18974,38.897394,"Roundtrip: My wife and I flew Southeast. The experience was fairly good, except for the connecting flight part. When we were transferring, the flight was delayed, leaving us little time to transfer. Everyone transferring to the same flight panicked, until someone from the airline showed up to lead us to..."
"Washington, DC","Los Angeles, CA",Silver,36,Male,1,2003,7,0.5333333333333333,Business travel,4,7,95,Business,10,3/10/14,VX,Cool&Young Airlines Inc.,California,Virginia,8,0,0,No,256,2288,9,-118.104332,33.982668,-77.18974,38.897394,"Very comfortable Southeast flight, with food and drink supplied too!: Flight very comfortable, food and drink supplied regularly. Helpful staff. Seats ok."
"Waterloo, IA","Chicago, IL",Silver,35,Female,1,2004,9,0.25,Mileage tickets,2,45,30,Eco,9,2/9/14,MQ,EnjoyFlying Air Services,Illinois,Iowa,19,0,0,No,46,234,9,-87.895427,41.827126,-92.384177,42.495926,"Great seating: Nice and clean, friendly staff"
"Waterloo, IA","Chicago, IL",Blue,19,Male,2,2007,2,-0.3333333333333333,Business travel,2,90,90,Eco,3,2/3/14,MQ,EnjoyFlying Air Services,Illinois,Iowa,19,NA,NA,Yes,NA,234,8,-87.895427,41.827126,-92.384177,42.495926,"Average service in economy class: With the cost cutting, charge for bags and seat selection, there are also less courteous and in flight service.With the price cutting, charge for bags and advance seat selection, there are also less courtesy and flight service. Strongly recommend purchasing take-out food in departure area before boarding flight as food options are mediocre and expensive on board."
"Williston, ND","Minneapolis, MN",Blue,62,Female,2,2011,45,-0.6981132075471698,Personal Travel,0,0,40,Eco,18,2/18/14,OO,Northwest Business Airlines Inc.,Minnesota,North Dakota,11,0,0,No,85,546,4,-93.2798,44.978156,-103.63273,48.165669,"Travel was ok?: Check-in OK, boarding was also as expected, the airplane was an Airbus with small seats and the audio Jack was defective so no in flight entertainment. That has happened three times to me. no entertainment and very limited space for carry on luggage."
