Idnumber,Brand,Species,Rating,EffectList,FlavorList
252,Blackberry-Haze,S,4.5,"Happy,Relaxed,Uplifted,Hungry,Focused","Berry,Sweet,Spicy/Herbal"
253,Blackberry-Kush,I,4.3,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Berry,Sweet,Earthy"
254,Blackberry-Lime-Haze,S,4.7,"Happy,Uplifted,Euphoric,Talkative,Focused","Berry,Sweet,Lime"
255,Blackberry-Pie,H,4.7,"Euphoric,Creative,Hungry,Relaxed,Happy","Sweet,Blueberry,Berry"
256,Blackberry-Rhino,I,4.3,"Relaxed,Happy,Creative,Hungry,Sleepy","Berry,Sweet,Spicy/Herbal"
257,Blackberry-Trainwreck,H,4.3,"Relaxed,Euphoric,Happy,Uplifted,Energetic","Berry,Sweet,Pungent"
258,Blackberry-X-Blueberry,I,4.3,"Relaxed,Happy,Uplifted,Euphoric,Creative","Berry,Earthy,Blueberry"
259,Blackwater,I,4.6,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Berry,Grape"
260,Blaze,S,4.3,"Euphoric,Energetic,Talkative,Creative,Aroused","Blueberry,Sweet,Berry"
261,Blissful-Wizard,H,4.8,"Happy,Talkative,Euphoric,Relaxed,Uplifted","Earthy,Vanilla,Pungent"
263,Blob-Og,H,4.7,"Euphoric,Talkative,Uplifted,Creative,Happy","Diesel,Lemon,Chemical"
264,Blockhead,H,4.2,"Relaxed,Happy,Hungry,Uplifted,Euphoric","Pungent,Woody,Flowery"
265,Bloos-Kloos,I,4.6,"Creative,Relaxed,Happy,Euphoric,Focused","Flowery,Earthy,Berry"
266,Blood-Orange-Kush,I,5,"Sleepy,Uplifted,Euphoric,Happy,Creative","Diesel,Citrus,Orange"
267,Bloodhound,H,4.2,"Happy,Relaxed,Focused,Talkative,Euphoric","Earthy,Sage,Spicy/Herbal"
268,Blowfish,H,4.2,"Relaxed,Uplifted,Happy,Euphoric,Tingly","Spicy/Herbal,Pepper,Sage"
269,Blucifer,S,4.3,"Happy,Uplifted,Relaxed,Talkative,Focused","Blueberry,Spicy/Herbal,Berry"
270,Blue-Afghani,I,4.4,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Blueberry,Woody,Pungent"
271,Blue-Alien,I,4.5,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Blueberry,Berry,Citrus"
272,Blue-Bastard,I,3.8,"Euphoric,Happy,Sleepy,Uplifted,Creative","Berry,Pine"
273,Blue-Bayou,S,2.8,"Giggly,Uplifted,Creative,Happy,Sleepy",Sweet
274,Blue-Blood,I,4.2,"Relaxed,Sleepy,Hungry,Talkative,Focused","Sweet,Blueberry,Earthy"
275,Blue-Boy,H,4.1,"Happy,Relaxed,Giggly,Euphoric,Aroused","Earthy,Pungent,Flowery"
276,Blue-Buddha,I,4.9,"Relaxed,Euphoric,Sleepy,Uplifted,Happy","Blueberry,Citrus,Cheese"
277,Blue-Champange,H,4.4,"Uplifted,Happy,Relaxed,Creative,Euphoric","Sweet,Blueberry,Berry"
278,Blue-Cheese,I,4.3,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Blue,Cheese,Cheese,Blueberry"
279,Blue-Cinex,H,4.7,"Focused,Uplifted,Happy,Energetic,Sleepy","Blueberry,Earthy"
280,Blue-Cookies,H,4.7,"Relaxed,Euphoric,Happy,Uplifted,Creative","Berry,Blueberry,Sweet"
281,Blue-Crack,H,4.2,"Happy,Relaxed,Uplifted,Energetic,Focused","Blueberry,Sweet,Berry"
282,Blue-Diamond,I,4.4,"Euphoric,Relaxed,Happy,Sleepy,Talkative","Sweet,Tree,Fruit,Pineapple"
283,Blue-Diesel,H,4.4,"Relaxed,Euphoric,Uplifted,Happy,Creative","Blueberry,Diesel,Berry"
284,Blue-Dot,S,4.7,"Energetic,Happy,Relaxed,Focused,Uplifted","Earthy,Pungent,Berry"
285,Blue-Dragon,H,4.4,"Euphoric,Uplifted,Relaxed,Happy,Giggly","Blueberry,Berry,Sweet"
286,Blue-Dream,H,4.4,"Relaxed,Happy,Uplifted,Euphoric,Creative","Blueberry,Berry,Sweet"
287,Blue-Dynamite,I,4.3,"Relaxed,Euphoric,Focused,Creative,Sleepy","Berry,Spicy/Herbal,Pine"
288,Blue-Frost,H,4.5,"Uplifted,Happy,Relaxed,Euphoric,Creative","Blueberry,Cheese,Menthol"
289,Blue-Galaxy,H,4.7,"Relaxed,Happy,Talkative,Creative,Energetic","Berry,Earthy,Blueberry"
290,Blue-God,I,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Berry,Sweet,Blueberry"
291,Blue-Goo,H,4.1,"Happy,Uplifted,Creative,Energetic,Talkative","Berry,Skunk,Pine"
292,Blue-Hash,H,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Sweet,Blueberry,Earthy"
293,Blue-Hawaiian,H,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Citrus,Earthy,Sweet"
294,Blue-Haze,H,4.3,"Uplifted,Euphoric,Relaxed,Happy,Energetic","Blueberry,Sweet,Flowery"
295,Blue-Heron,H,4.7,"Relaxed,Sleepy,Talkative,Happy,Uplifted","Woody,Spicy/Herbal,Pine"
296,Blue-Ivy,H,4.4,"Relaxed,Focused,Hungry,Happy,Talkative","Earthy,Pepper,Blueberry"
297,Blue-Jay-Way,H,4.5,"Relaxed,Uplifted,Focused,Sleepy,Euphoric","Sweet,Citrus,Blueberry"
298,Blue-Kiss,H,4.7,"Relaxed,Talkative,Creative,Euphoric,Focused","Sweet,Berry,Blueberry"
299,Blue-Knight,I,4.7,"Relaxed,Uplifted,Hungry,Happy,Focused","Berry,Blueberry,Sweet"
300,Blue-Kripple,I,3.4,"Sleepy,Euphoric,Hungry,Relaxed,Tingly","Earthy,Grape"
301,Blue-Kush,H,4.5,"Relaxed,Uplifted,Euphoric,Creative,Hungry","Blueberry,Pine,Lemon"
302,Blue-Lights,I,4.5,"Relaxed,Euphoric,Happy,Tingly,Uplifted","Blueberry,Earthy,Berry"
303,Blue-Magic,S,4.6,"Relaxed,Focused,Aroused,Sleepy,Euphoric","Citrus,Lemon,Tropical"
304,Blue-Magoo,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Giggly","Earthy,Sweet,Pungent"
305,Blue-Monster,I,4.7,"Relaxed,Hungry,Talkative,Sleepy,Happy","Berry,Sweet,Diesel"
306,Blue-Moon-Rocks,H,4.6,"Relaxed,Happy,Uplifted,Euphoric,Focused","Berry,Strawberry,Lavender"
307,Blue-Moonshine,I,4.2,"Happy,Relaxed,Euphoric,Sleepy,Focused","Earthy,Berry,Woody"
308,Blue-Mountain-Fire,S,4,"Euphoric,Relaxed,Tingly,Uplifted,Happy","Flowery,Earthy,Tar"
309,Blue-Mystic,I,4.2,"Happy,Relaxed,Giggly,Energetic,Sleepy","Blueberry,Earthy,Sweet"
310,Blue-Nightmare,H,4.7,"Euphoric,Relaxed,Happy,Giggly,Creative","Berry,Earthy,Blueberry"
311,Blue-Nina,H,4.5,"Happy,Talkative,Giggly,Tingly,Euphoric","Blueberry,Flowery"
312,Blue-Og,H,4.3,"Relaxed,Happy,Euphoric,Hungry,Uplifted","Blueberry,Berry,Earthy"
313,Blue-Ox,I,4.5,"Sleepy,Relaxed,Hungry,Talkative,Uplifted","Berry,Flowery,Blueberry"
314,Blue-Persuasion,H,4.1,"Relaxed,Tingly,Euphoric,Happy,Hungry","Sweet,Blueberry,Berry"
315,Blue-Power,I,4.7,"Relaxed,Tingly,Happy,Uplifted,Euphoric","Berry,Earthy,Sweet"
316,Blue-Rhino,H,4.3,"Sleepy,Relaxed,Focused,Uplifted,Hungry","Blueberry,Sweet,Berry"
317,Blue-Satellite,S,3.9,"Uplifted,Happy,Euphoric,Talkative,Relaxed","Sweet,Blueberry,Citrus"
318,Blue-Sky,H,4.6,"Happy,Relaxed,Uplifted,Euphoric,Creative","Earthy,Sweet,Pine"
319,Blue-Steel,I,4.3,"Uplifted,Relaxed,Euphoric,Happy,Creative","Blueberry,Pungent,Earthy"
320,Blue-Thai,H,3.7,"Relaxed,Happy,Talkative,Uplifted,Focused","Earthy,Pungent,Woody"
321,Blue-Train,H,4.4,"Happy,Uplifted,Energetic,Focused,Relaxed","Blueberry,Berry,Sweet"
323,Blue-Treat,H,4.9,"Relaxed,Focused,Happy,Uplifted,Creative","Earthy,Berry,Blueberry"
324,Blue-Velvet,H,4.3,"Happy,Relaxed,Euphoric,Uplifted,Focused","Sweet,Earthy,Diesel"
325,Blue-Venom,H,4.7,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Pine,Blueberry,Berry"
326,Blue-Widow,H,4.2,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet,Berry,Earthy"
327,Blue-Wonder,H,5,"Uplifted,Happy,Euphoric,Focused,Relaxed",Blueberry
328,Blue-Wreck,H,4.7,"Sleepy,Happy,Euphoric,Relaxed,Uplifted","Blueberry,Earthy,Honey"
329,Blue-Zkittlez,I,4.9,"Aroused,Creative,Happy,Relaxed,Euphoric","Berry,Sweet,Flowery"
330,Blue-Zombie,I,4.7,"Relaxed,Euphoric,Hungry,Sleepy,Happy","Pungent,Earthy,Pepper"
331,Blueberry,I,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Blueberry,Berry,Sweet"
332,Blueberry-Ak,H,4.9,"Energetic,Relaxed,Euphoric,Happy,Sleepy","Blueberry,Sweet,Pungent"
333,Blueberry-Blast,S,4.4,"Happy,Uplifted,Euphoric,Energetic,Talkative","Blueberry,Berry,Sweet"
334,Blueberry-Bomb,H,5,Relaxed,"Berry,Citrus"
335,Blueberry-Cheesecake,H,4.3,"Happy,Relaxed,Uplifted,Euphoric,Tingly","Blueberry,Sweet,Cheese"
336,Blueberry-Diesel,H,4.2,"Uplifted,Happy,Euphoric,Relaxed,Focused","Blueberry,Diesel,Sweet"
337,Blueberry-Dream,S,4.6,"Uplifted,Sleepy,Happy,Relaxed,Focused","Sweet,Flowery,Pine"
338,Blueberry-Essence,H,4.5,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Blueberry,Sweet,Mango"
339,Blueberry-Haze,H,4.2,"Happy,Euphoric,Creative,Uplifted,Energetic","Blueberry,Berry,Sweet"
340,Blueberry-Headband,H,4.3,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Blueberry,Berry,Earthy"
341,Blueberry-Jack,H,4.3,"Relaxed,Happy,Creative,Giggly,Hungry","Blueberry,Pine,Berry"
342,Blueberry-Kush,I,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Blueberry,Berry,Sweet"
343,Blueberry-Lambsbread,H,4.8,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Blueberry,Sweet,Earthy"
344,Blueberry-Muffins,H,4.7,"Relaxed,Euphoric,Uplifted,Happy,Creative","Blueberry,Earthy,Berry"
345,Blueberry-Og,H,4.6,"Happy,Hungry,Giggly,Euphoric,Talkative","Blueberry,Berry,Flowery"
346,Blueberry-Pancakes,H,4.5,"Relaxed,Sleepy,Hungry,Happy,Euphoric","Blueberry,Berry,Sweet"
347,Blueberry-Pie,H,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Blueberry,Earthy,Berry"
348,Blueberry-Silvertip,H,4.6,"Happy,Uplifted,Giggly,Relaxed,Euphoric","Blueberry,Berry,Flowery"
349,Blueberry-Skunk,I,4.3,"Euphoric,Relaxed,Uplifted,Creative,Happy","Blueberry,Skunk,Berry"
350,Blueberry-Space-Cake,I,5,"Euphoric,Relaxed,Tingly,Happy,Giggly","Tropical,Berry,Blueberry"
351,Blueberry-Trainwreck,H,4.4,"Happy,Uplifted,Energetic,Focused,Relaxed","Blueberry,Berry,Sweet"
353,Blueberry-Waltz,I,4.8,"Talkative,Uplifted,Euphoric,Happy,Giggly","Sweet,Blueberry,Tropical"
354,Blueberry-Yum-Yum,H,4.6,"Happy,Uplifted,Euphoric,Relaxed,Giggly","Blueberry,Sweet,Berry"
355,Blues,H,4,"Happy,Relaxed,Uplifted,Creative,Sleepy","Sweet,Earthy,Berry"
357,Bluniverse,H,4.7,"Euphoric,Uplifted,Happy,Tingly,Creative","Blueberry,Berry,Vanilla"
358,Blurple,H,4.3,"Happy,Euphoric,Energetic,Hungry,Focused","Grape,Sweet,Flowery"
359,Blush,H,5,"Talkative,Creative,Happy,Hungry,Relaxed","Pepper,Honey,Earthy"
360,Bob-Saget,S,4.8,"Uplifted,Happy,Relaxed,Creative,Talkative","Sage,Chemical,Diesel"
362,Bogart,H,4,"Happy,Talkative,Uplifted,Euphoric,Giggly","Sweet,Citrus,Tropical"
363,Boggle-Gum,H,4,"Happy,Relaxed,Hungry,Sleepy,Giggly","Sweet,Earthy,Grape"
364,Booger,H,4.7,"Happy,Focused,Uplifted,Creative,Giggly","Earthy,Skunk,Diesel"
366,Bootlegger,H,0,"Sleepy,Giggly,Hungry,Tingly,Happy","Sweet,Earthy,Pungent"
367,Bordello,H,4.5,"Relaxed,Euphoric,Uplifted,Happy,Creative","Sweet,Citrus,Pine"
368,Boss-Hogg,H,4.5,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Sweet,Pungent"
369,Boysenberry,H,3.6,"Giggly,Relaxed,Talkative,Energetic,Euphoric","Berry,Sweet,Earthy"
370,Brain-Candy,H,5,Creative,Sweet
371,Brains-Damage,I,4.4,"Euphoric,Focused,Relaxed,Sleepy,Hungry","Earthy,Woody,Sweet"
372,Brainstorm-Haze,S,3.9,"Talkative,Happy,Uplifted,Focused,Energetic","Sweet,Minty,Earthy"
373,Brainwreck,H,4.7,"Creative,Focused,Uplifted,Happy,Euphoric","Citrus,Earthy,Sweet"
374,Brand-X,I,5,"Sleepy,Relaxed,Hungry,Happy,Euphoric","Earthy,Pine,Tar"
375,Brandywine,I,4.5,"Relaxed,Happy,Uplifted,Tingly,Euphoric","Grape,Rose,Honey"
376,Brazil-Amazonia,S,4.5,"Uplifted,Euphoric,Focused,Happy,Relaxed","Spicy/Herbal,Berry,Earthy"
377,Brian-Berry-Cough,H,4.5,"Happy,Uplifted,Relaxed,Energetic,Hungry","Berry,Tropical,Sweet"
378,Bright-Fire,I,5,"Hungry,Relaxed,Uplifted,Creative,Euphoric","Pungent,Earthy,Citrus"
380,Broke-Diesel,H,5,"Uplifted,Euphoric,Creative,Energetic,Happy",
382,Brooklyn-Mango,H,4.9,"Euphoric,Aroused,Uplifted,Happy,Talkative","Mango,Tropical,Citrus"
383,Bruce-Banner,H,4.6,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Diesel,Pungent"
384,Bruce-Banner-3,H,4.6,"Euphoric,Relaxed,Happy,Uplifted,Energetic","Sweet,Earthy,Flowery"
387,Bubba-Fresh,H,5,"Aroused,Sleepy,Tingly,Uplifted,Creative","Citrus,Earthy,Pine"
389,Bubba-Kush,I,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Woody"
390,Bubba-Og,I,4.3,"Happy,Relaxed,Sleepy,Euphoric,Uplifted","Earthy,Sweet,Pungent"
391,Bubba-Tom-Hayes,H,4.9,"Euphoric,Happy,Uplifted,Creative,Talkative","Earthy,Pungent,Ammonia"
392,Bubba-X-Skunk,H,5,"Creative,Euphoric,Relaxed,Happy,Tingly","Diesel,Skunk,Pine"
393,Bubbas-Bitch,I,4,"Sleepy,Tingly,Uplifted,Hungry,Relaxed","Flowery,Rose,Earthy"
394,Bubbas-Gift,I,4.6,"Relaxed,Euphoric,Happy,Uplifted,Focused","Sweet,Flowery,Berry"
395,Bubble-Cheese,I,3.8,"Relaxed,Hungry,Sleepy,Tingly,Talkative","Blue,Cheese,Cheese,Pungent"
396,Bubble-Gum,H,4.1,"Happy,Relaxed,Euphoric,Uplifted,Hungry","Sweet,Flowery,Berry"
397,Bubbleberry,H,4.4,"Happy,Relaxed,Focused,Uplifted,Hungry","Sweet,Berry,Blueberry"
398,Bubblegum-Kush,I,4.3,"Relaxed,Happy,Sleepy,Uplifted,Talkative","Sweet,Earthy,Flowery"
399,Bubblegun,H,3.8,"Happy,Focused,Aroused,Talkative,Uplifted","Pepper,Mint,Blueberry"
400,Bubblicious,H,4.3,"Happy,Relaxed,Talkative,Giggly,Uplifted","Sweet,Blueberry,Berry"
401,Buckeye-Purple,I,4.3,"Sleepy,Relaxed,Euphoric,Focused,Happy","Tropical,Diesel,Grape"
402,Buddha-Haze,S,4.6,"Giggly,Happy,Uplifted,Euphoric,Talkative","Sweet,Earthy,Nutty"
403,Buddha-Tahoe,I,4.5,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy,Pungent,Sweet"
404,Buddhas-Hand,H,4.7,"Focused,Euphoric,Energetic,Aroused,Uplifted","Citrus,Lemon,Pungent"
405,Buddhas-Sister,I,4.3,"Relaxed,Sleepy,Uplifted,Happy,Euphoric","Earthy,Flowery,Sweet"
406,Buffalo-Bill,S,4.2,"Relaxed,Uplifted,Tingly,Euphoric,Happy","Earthy,Woody,Pine"
407,Bugatti-Og,H,4.6,"Relaxed,Happy,Uplifted,Hungry,Sleepy","Berry,Earthy,Pine"
408,Burkle,I,4.9,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Berry,Flowery,Pungent"
409,Burmese-Kush,H,4.2,"Uplifted,Relaxed,Happy,Euphoric,Creative","Earthy,Pine,Pungent"
411,Butter-Og,I,4.3,"Relaxed,Sleepy,Happy,Euphoric,Giggly","Butter,Sweet,Pungent"
412,Butterscotch,I,4.3,"Relaxed,Euphoric,Focused,Creative,Sleepy","Pine,Citrus,Nutty"
413,C13-Haze,S,4.4,"Euphoric,Creative,Uplifted,Energetic,Giggly","Earthy,Pungent,Lemon"
415,C3Po,H,4.3,"Relaxed,Hungry,Sleepy,Focused,Uplifted","Sweet,Pine,Lemon"
416,C4,H,4.5,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Flowery,Lime"
417,Cbd-Blue-Shark,H,4.3,"Relaxed,Happy,Uplifted,Focused,Euphoric","Blueberry,Flowery,Earthy"
418,Cbd-Critical-Cure,I,4.6,"Relaxed,Sleepy,Happy,Focused,Euphoric","Sweet,Earthy,Berry"
419,Cbd-Critical-Mass,I,4.6,"Relaxed,Happy,Sleepy,Hungry,Uplifted","Earthy,Pungent,Menthol"
420,Cbd-Kush,H,4.5,"Relaxed,Happy,Focused,Uplifted,Euphoric","Earthy,Woody,Spicy/Herbal"
421,Cbd-Lilly,S,4.5,"Focused,Happy,Sleepy,Energetic,Euphoric",Citrus
422,Cbd-Mango-Haze,S,4.4,"Focused,Relaxed,Uplifted,Energetic,Euphoric","Mango,Tropical,Flowery"
423,Cbd-Ox,I,5,"Aroused,Sleepy,Happy,Euphoric,Hungry","Sweet,Berry,Flowery"
425,Cbd-Shark,I,4.5,"Relaxed,Tingly,Happy,Sleepy,Euphoric","Pungent,Nutty,Earthy"
426,Chr-Super-Og,I,4.3,"Relaxed,Giggly,Sleepy,Happy,Talkative","Skunk,Diesel,Sweet"
427,Cabbage-Patch,H,4.4,"Relaxed,Happy,Uplifted,Giggly,Energetic","Menthol,Grapefruit,Nutty"
429,Cactus,I,4.6,"Euphoric,Happy,Uplifted,Relaxed,Hungry","Citrus,Earthy,Pungent"
430,Cactus-Cooler,H,4.5,"Creative,Euphoric,Focused,Happy,Energetic","Citrus,Earthy,Sweet"
431,Cadillac-Purple,I,4.2,"Relaxed,Sleepy,Tingly,Happy,Hungry","Berry,Earthy,Grape"
432,Cali-Gold,H,4.5,"Uplifted,Relaxed,Happy,Sleepy,Euphoric","Earthy,Pine,Skunk"
433,Cali-Jack,H,4.7,"Creative,Happy,Talkative,Uplifted,Euphoric","Diesel,Sweet,Skunk"
434,Cali-Kush,H,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy,Woody,Sweet"
435,California-Grapefruit,I,4.4,"Euphoric,Relaxed,Tingly,Talkative,Uplifted","Citrus,Grapefruit,Pepper"
436,California-Hash-Plant,I,5,"Uplifted,Creative,Energetic,Giggly,Happy",Citrus
437,California-Orange,H,4.3,"Happy,Relaxed,Uplifted,Euphoric,Giggly","Citrus,Orange,Sweet"
438,California-Sour,H,3.6,"Focused,Relaxed,Euphoric,Energetic,Uplifted","Lemon,Diesel,Citrus"
440,Cambodian,S,4.2,"Energetic,Talkative,Happy,Relaxed,Uplifted","Earthy,Tropical,Flowery"
441,Cambodian-Haze,S,4.6,"Euphoric,Happy,Aroused,Creative,Relaxed","Sweet,Citrus,Lemon"
442,Candy-Cane,I,4.4,"Relaxed,Sleepy,Euphoric,Hungry,Happy","Sweet,Tropical,Pine"
443,Candy-Jack,S,4.3,"Happy,Energetic,Euphoric,Creative,Focused","Skunk,Citrus,Pungent"
444,Candyland,S,4.6,"Happy,Uplifted,Energetic,Euphoric,Creative","Sweet,Earthy,Flowery"
445,Canna-Tsu,H,4.5,"Relaxed,Happy,Focused,Uplifted,Creative","Woody,Earthy,Grapefruit"
446,Cannasutra,I,4.8,"Relaxed,Euphoric,Sleepy,Happy,Aroused","Earthy,Sweet,Berry"
447,Cannadential,H,4.1,"Euphoric,Happy,Relaxed,Uplifted,Energetic","Earthy,Pungent,Diesel"
448,Cannalope-Haze,S,4.2,"Happy,Relaxed,Energetic,Uplifted,Creative","Sweet,Tropical,Flowery"
449,Cannalope-Kush,H,4.5,"Uplifted,Happy,Relaxed,Euphoric,Focused","Sweet,Earthy,Woody"
450,Cannatonic,H,4.3,"Relaxed,Happy,Uplifted,Focused,Euphoric","Earthy,Woody,Sweet"
451,Capers,I,4.6,"Sleepy,Happy,Hungry,Relaxed,Uplifted","Pungent,Skunk,Earthy"
452,Capleton,H,4,"Sleepy,Tingly,Euphoric,Giggly,Happy","Flowery,Lavender,Rose"
453,Captain-America-Og,H,4.6,"Relaxed,Uplifted,Euphoric,Creative,Happy","Diesel,Berry,Orange"
454,Captains-Cake,H,4.7,"Euphoric,Relaxed,Energetic,Happy,Focused","Earthy,Citrus,Sweet"
455,Caramel-Candy-Kush,H,4.6,"Relaxed,Happy,Focused,Creative,Talkative","Vanilla,Coffee,Sweet"
457,Caramel-Kona-Coffee-Kush,I,4.5,"Relaxed,Uplifted,Tingly,Hungry,Happy","Coffee,Vanilla,Woody"
458,Caramelicious,H,4.2,"Focused,Happy,Relaxed,Euphoric,Creative","Vanilla,Sweet,Coffee"
459,Caramella,I,4.8,"Aroused,Euphoric,Relaxed","Menthol,Spicy/Herbal,Sweet"
460,Caramelo,S,4.1,"Energetic,Happy,Uplifted,Relaxed,Talkative","Sweet,Coffee,Vanilla"
461,Carl-Sagan,H,4.4,"Happy,Relaxed,Uplifted,Focused,Aroused","Sweet,Earthy,Pine"
462,Carnival,S,4.3,"Talkative,Uplifted,Happy,Energetic,Relaxed","Earthy,Pine"
463,Cascadia-Kush,I,4.6,"Relaxed,Tingly,Sleepy,Aroused,Uplifted","Sweet,Earthy,Flowery"
464,Casey-Jones,S,4.2,"Uplifted,Happy,Energetic,Creative,Hungry","Earthy,Sweet,Citrus"
465,Cashus-Clay,H,4.2,"Uplifted,Euphoric,Happy,Talkative,Energetic","Earthy,Pungent,Butter"
466,Casper-Og,I,5,"Relaxed,Sleepy,Euphoric,Hungry,Uplifted","Earthy,Sweet,Pungent"
467,Cat-Piss,S,3.9,"Happy,Uplifted,Euphoric,Relaxed,Talkative","Earthy,Woody,Blue,Cheese"
468,Cataract-Kush,H,4.4,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Pungent,Citrus,Sweet"
469,Catfish,S,4.8,"Uplifted,Creative,Energetic,Euphoric,Happy","Earthy,Ammonia,Chemical"
470,Cello-Sweet-Og,H,4,"Sleepy,Relaxed,Uplifted,Creative,Euphoric","Sweet,Spicy/Herbal,Pineapple"
471,Central-American,S,4,"Relaxed,Euphoric,Happy,Hungry","Earthy,Diesel,Sweet"
472,Cerebro-Haze,S,4.2,"Uplifted,Happy,Relaxed,Creative,Energetic","Pepper,Citrus,Vanilla"
473,Chairman-Chem-Sou,H,4.4,"Energetic,Happy,Uplifted,Creative,Euphoric","Diesel,Pepper,Citrus"
474,Champagne-Kush,H,4.2,"Happy,Uplifted,Relaxed,Euphoric,Talkative","Citrus,Sweet,Earthy"
475,Charlie-Sheen,H,4.6,"Happy,Euphoric,Relaxed,Sleepy,Focused","Pine,Sweet,Lemon"
476,Charlottes-Web,S,4.5,"Relaxed,Uplifted,Focused,Happy,Energetic","Earthy,Flowery,Sweet"
477,Cheese,H,4.1,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Cheese,Earthy,Pungent"
478,Cheese-Candy,H,4.3,"Relaxed,Uplifted,Happy,Sleepy,Creative","Cheese,Sweet,Pungent"
479,Cheese-Quake,H,4.3,"Euphoric,Uplifted,Relaxed,Tingly,Happy","Ammonia,Citrus,Rose"
480,Cheeseburger,H,3.3,"Tingly,Uplifted,Relaxed,Aroused,Creative","Cheese,Pepper,Tea"
481,Cheesewreck,H,4.3,"Happy,Relaxed,Uplifted,Creative,Euphoric","Cheese,Woody,Pungent"
482,Chem-Crush,H,4.1,"Talkative,Energetic,Happy,Creative,Uplifted","Sweet,Earthy,Pungent"
483,Chem-Dog,I,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Lavender,Sweet,Citrus"
484,Chem-Jack,H,5,"Talkative,Uplifted,Creative,Happy,Aroused","Earthy,Sweet,Flowery"
485,Chem-Jong-Ill,H,5,"Uplifted,Creative,Happy,Talkative,Energetic",
486,Chem-Scout,I,4.5,"Relaxed,Euphoric,Focused,Happy,Creative","Earthy,Skunk,Tea"
487,Chem-Valley-Kush,H,4.3,"Relaxed,Euphoric,Happy,Tingly,Sleepy","Diesel,Earthy,Pine"
488,Chems-Sister,S,4.5,"Creative,Euphoric,Happy,Focused,Relaxed","Chemical,Pungent,Citrus"
489,Chemwreck,H,4.6,"Uplifted,Talkative,Happy,Relaxed,Energetic","Diesel,Chemical,Pungent"
490,Chemdawg,H,4.3,"Relaxed,Happy,Euphoric,Uplifted,Creative","Diesel,Earthy,Pungent"
491,Chemdawg-4-X-Alien-Og-Kush,H,4.5,"Relaxed,Energetic,Happy,Euphoric,Creative","Nutty,Mint,Flowery"
492,Chemdawg-4,H,4.4,"Relaxed,Euphoric,Happy,Hungry,Uplifted","Pine,Diesel,Lemon"
493,Chemdawg-91,H,4.5,"Euphoric,Uplifted,Relaxed,Happy,Tingly","Earthy,Diesel,Pungent"
494,Chemdawg-Sour-Diesel,H,4.5,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Diesel,Pine,Pungent"
495,Chemmy-Jones,H,4.7,"Happy,Relaxed,Euphoric,Creative,Uplifted","Earthy,Flowery,Pine"
496,Chemnesia,H,4.8,"Uplifted,Euphoric,Relaxed,Happy,Energetic","Diesel,Sweet,Citrus"
497,Chemo,I,4.4,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Woody,Pine"
498,Cherwillie,H,5,"Creative,Energetic,Happy,Relaxed,Focused","Sweet,Strawberry,Citrus"
499,Chernobyl,H,4.4,"Happy,Euphoric,Relaxed,Energetic,Uplifted","Citrus,Lime,Lemon"
500,Cherries-Jubilee,I,4.4,"Euphoric,Uplifted,Relaxed,Happy,Creative","Berry,Woody,Sage"
501,Cherry-Ak-47,H,4.4,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Berry,Earthy"
502,Cherry-Bomb,H,4.3,"Focused,Talkative,Happy,Uplifted,Relaxed","Berry,Pungent,Skunk"
503,Cherry-Cookies,H,4.6,"Happy,Uplifted,Euphoric,Relaxed,Focused","Sweet,Berry,Pungent"
504,Cherry-Cream-Pie,H,4.3,"Relaxed,Euphoric,Creative,Energetic,Uplifted","Sweet,Chemical,Pungent"
